03-16_clone_A_1
Algorithm: Statistical
Corner+ Avg:223, Count:32
Corner- Avg:12145, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=250 NF=1.000000 SF=2.109617 SFGene=All 
Background=Avg:65.55,Stdev:1.08,Max:68.6,Min:63.3 Noise=Avg:2.80,Stdev:0.08,Max:3.1,Min:2.6 RawQ=2.57 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
161617_f_at	14	14	16.5	P	0.010972																															
161618_r_at	16	16	94.0	A	0.339558																															
161619_f_at	16	16	6.0	A	0.837065																															
161620_f_at	16	16	6.2	A	0.500000																															
161621_r_at	15	15	102.0	A	0.324781																															
161622_f_at	9	9	0.4	A	0.834961																															
161623_at	16	16	3.5	A	0.732537																															
161624_r_at	16	16	22.1	A	0.500000																															
161625_r_at	10	10	313.5	A	0.230957																															
161626_f_at	8	8	77.0	A	0.251953																															
161627_r_at	16	16	180.7	A	0.066865																															
161628_r_at	15	15	6.3	A	0.922182																															
161629_i_at	12	12	33.7	P	0.017085																															
161630_i_at	14	14	29.2	A	0.462489																															
161631_f_at	16	16	110.6	A	0.138765																															
161632_r_at	10	10	356.8	A	0.230957																															
161633_r_at	16	16	205.5	P	0.035163																															
161634_r_at	16	16	4.7	A	0.975289																															
161635_f_at	16	16	15.8	A	0.218983																															
161636_r_at	8	8	3271.7	M	0.046875																															
161637_f_at	16	16	5.6	A	0.824011																															
161638_f_at	16	16	121.5	A	0.150527																															
161639_f_at	12	12	8.5	A	0.265142																															
161640_at	16	16	53.8	A	0.162935																															
161641_at	16	16	79.4	A	0.218983																															
161642_f_at	16	16	3.4	A	0.810313																															
161643_i_at	12	12	1.9	A	0.652557																															
161644_f_at	16	16	209.4	P	0.021866																															
161645_r_at	9	9	4.7	A	0.997070																															
161646_r_at	16	16	11.2	A	0.358690																															
161647_f_at	16	16	7.7	A	0.837065																															
161648_at	16	16	561.5	P	0.000322																															
161649_f_at	16	16	3.1	A	0.968664																															
161650_at	16	16	218.9	P	0.002617																															
161651_f_at	16	16	27.7	A	0.127645																															
161652_r_at	16	16	4.7	A	0.602006																															
161653_f_at	16	16	31.4	A	0.500000																															
161654_r_at	8	8	12.6	A	0.703125																															
161655_at	16	16	90.6	M	0.043968																															
161656_r_at	16	16	38.6	A	0.320830																															
161657_f_at	16	16	1231.7	P	0.000219																															
161658_at	16	16	73.6	A	0.081337																															
161659_f_at	16	16	26.0	A	0.418069																															
161660_r_at	16	16	7.0	A	0.602006																															
161661_i_at	12	12	3.8	A	0.880342																															
161662_f_at	16	16	25.5	A	0.378184																															
161663_f_at	16	16	43.0	A	0.358690																															
161664_at	16	16	8.8	A	0.621816																															
161665_at	16	16	13.1	A	0.358690																															
161666_f_at	16	16	297.6	P	0.000805																															
161667_r_at	16	16	11.7	A	0.438361																															
161668_f_at	16	16	22.5	A	0.581931																															
161669_r_at	14	14	0.3	A	0.997393																															
161670_f_at	16	16	27.2	A	0.500000																															
161671_at	16	16	79.5	A	0.098054																															
161672_at	16	16	2.9	A	0.975289																															
161673_r_at	16	16	9.2	A	0.378184																															
161674_i_at	12	12	14.3	A	0.826739																															
161675_f_at	16	16	17.4	A	0.602006																															
161676_at	16	16	8.5	A	0.520620																															
161677_r_at	16	16	75.7	A	0.267463																															
161678_at	16	16	47.1	A	0.218983																															
161679_r_at	16	16	2.9	A	0.810313																															
161680_r_at	16	16	195.6	A	0.204022																															
161681_i_at	12	12	42.4	A	0.265142																															
161682_f_at	16	16	209.9	P	0.001354																															
161683_r_at	16	16	370.7	P	0.007543																															
161684_r_at	16	16	81.9	M	0.043968																															
161685_r_at	16	16	16.8	A	0.339558																															
161686_i_at	15	15	9.0	A	0.589860																															
161687_r_at	11	11	35.9	A	0.149658																															
161688_r_at	10	10	213.7	A	0.366211																															
161689_f_at	16	16	10.7	A	0.641310																															
161690_at	16	16	2.5	A	0.978134																															
161691_at	16	16	3.8	A	0.872355																															
161692_r_at	16	16	1.3	A	0.824011																															
161693_r_at	16	16	12.3	A	0.697453																															
161694_f_at	16	16	30.9	A	0.284747																															
161695_f_at	16	16	71.6	M	0.048995																															
161696_f_at	16	16	21.1	A	0.162935																															
161697_r_at	16	16	14.4	A	0.732537																															
161698_f_at	16	16	560.2	P	0.001892																															
161699_i_at	12	12	3.7	A	0.957810																															
161700_i_at	13	13	1.2	A	0.942130																															
161701_at	16	16	52.3	A	0.339558																															
161702_f_at	16	16	32.1	A	0.284747																															
161703_f_at	16	16	2166.6	P	0.000468																															
161704_r_at	13	13	1.4	A	0.986146																															
161705_r_at	16	16	28.5	A	0.107301																															
161706_f_at	16	16	69.5	A	0.138765																															
161707_f_at	16	16	38.0	A	0.358690																															
161708_f_at	16	16	6.6	A	0.781017																															
161709_at	16	16	2.0	A	0.561639																															
161710_r_at	16	16	9.5	A	0.175989																															
161711_f_at	16	16	22.1	A	0.302547																															
161712_r_at	16	16	175.0	A	0.150527																															
161713_f_at	16	16	3.2	A	0.765443																															
161714_f_at	10	10	1.2	A	0.911621																															
161715_f_at	16	16	159.7	P	0.009985																															
161716_at	16	16	28.4	A	0.117160																															
161717_i_at	14	14	26.7	A	0.198363																															
161718_at	16	16	6.1	A	0.541184																															
161719_f_at	16	16	266.5	A	0.204022																															
161720_r_at	10	10	1.5	A	0.971680																															
161721_f_at	16	16	5.0	A	0.621816																															
161722_f_at	16	16	39.0	A	0.218983																															
161723_at	16	16	13.5	A	0.358690																															
161724_r_at	12	12	1.8	A	0.759912																															
161725_r_at	16	16	16.5	A	0.234557																															
161726_f_at	16	16	197.7	A	0.089405																															
161727_r_at	15	15	1.6	A	0.994703																															
161728_f_at	16	16	1.5	A	0.861235																															
161729_f_at	16	16	41.8	A	0.795978																															
161730_f_at	12	12	3.3	A	0.921030																															
161731_at	16	16	32.6	A	0.234557																															
161732_at	16	16	2.5	A	0.849473																															
161733_at	16	16	5.2	A	0.541184																															
161734_r_at	9	9	215.5	A	0.305664																															
161735_r_at	9	9	119.6	A	0.230469																															
161736_r_at	16	16	42.8	A	0.189687																															
161737_at	16	16	85.3	A	0.107301																															
161738_f_at	16	16	89.6	P	0.006532																															
161739_r_at	16	16	26.4	A	0.697453																															
161740_r_at	16	16	71.9	A	0.218983																															
161741_r_at	16	16	3.0	A	0.438361																															
161742_r_at	12	12	12.6	A	0.681065																															
161743_i_at	15	15	5.9	A	0.802877																															
